Coğrafya,Gösterge_ID,Gösterge,Birim,Yıl,Değer,Dönem_Türü,Veri_Türü,Kaynak_ID,Kaynak_URL,Metod_Notu
Türkiye,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2028,368.7797,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Türkiye,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2029,390.9065,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Türkiye,7,Ortalama kiralık m² fiyatı,TL/m²/ay,2030,410.4518,Tahmin,Tahmin,S24;S28;S29,https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
Türkiye,8,Ortalama kira fiyatı,TL/ay,2022,6924.4019,Yıl sonu / rapor dönemi,Türetilmiş / geriye hesap,S14,https://www.gayrimenkulhaber.com/guncel/endeksa-acikladi-aralik-ayinda-kira-artisi-hiz-kesti-bazi-bolgelerde-dususler-var/,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2023,14472.0,Yıl sonu / rapor dönemi,Piyasa verisi,S14,https://www.gayrimenkulhaber.com/guncel/endeksa-acikladi-aralik-ayinda-kira-artisi-hiz-kesti-bazi-bolgelerde-dususler-var/,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2024,20000.0,Yıl sonu / rapor dönemi,Piyasa verisi,S15,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2025,25380.0,Yıl sonu / rapor dönemi,Piyasa verisi,S16,https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2026,27633.0,Temmuz 2026 son gözlem,Son piyasa gözlemi,S17,https://www.emlakjet.com/satilik-konut,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2027,31777.95,Tahmin,Tahmin,S17;S24;S28;S29,https://www.emlakjet.com/satilik-konut ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2028,34637.9655,Tahmin,Tahmin,S17;S24;S28;S29,https://www.emlakjet.com/satilik-konut ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2029,36716.2434,Tahmin,Tahmin,S17;S24;S28;S29,https://www.emlakjet.com/satilik-konut ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
Türkiye,8,Ortalama kira fiyatı,TL/ay,2030,38552.0556,Tahmin,Tahmin,S17;S24;S28;S29,https://www.emlakjet.com/satilik-konut ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,1,Satılan ev sayısı,adet,2022,259654.0,Tam yıl,Resmî gerçekleşen,S01,https://veriportali.tuik.gov.tr/Bulten/Index?dil=1&p=Konut-Satis-Istatistikleri-Aralik-2022-49526,
İstanbul,1,Satılan ev sayısı,adet,2023,198739.0,Tam yıl,Resmî gerçekleşen,S02,https://veriportali.tuik.gov.tr/tr/press/49516,
İstanbul,1,Satılan ev sayısı,adet,2024,239213.0,Tam yıl,Resmî gerçekleşen,S03,https://veriportali.tuik.gov.tr/tr/press/54146,
İstanbul,1,Satılan ev sayısı,adet,2025,280262.0,Tam yıl,Resmî gerçekleşen,S04,https://veriportali.tuik.gov.tr/tr/press/58350,
İstanbul,1,Satılan ev sayısı,adet,2026,264926.1825,2026E,2026E yıllık tahmin,S04;S05,https://veriportali.tuik.gov.tr/tr/press/58350 ; https://veriportali.tuik.gov.tr/tr/press/58339,
İstanbul,1,Satılan ev sayısı,adet,2027,268242.7884,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
İstanbul,1,Satılan ev sayısı,adet,2028,272202.9335,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
İstanbul,1,Satılan ev sayısı,adet,2029,276832.4501,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
İstanbul,1,Satılan ev sayısı,adet,2030,282369.0991,Tahmin,Tahmin,S05;S28;S29,https://veriportali.tuik.gov.tr/tr/press/58339 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2022-2026 CAGR ile %2 uzun dönem işlem büyümesi harmanlanmıştır.
İstanbul,2,Ortalama satılık konut alanı,m²,2022,120.0,Yıl sonu / rapor dönemi,Türetilmiş,S06,https://www.emlakdream.com/turkiyede-ortalama-bir-ev-fiyati-1-8-milyon-tlye-yukseldi/,
İstanbul,2,Ortalama satılık konut alanı,m²,2023,115.0,Yıl sonu / rapor dönemi,Türetilmiş,S07,https://www.gayrimenkulhaber.com/emlak-haberleri/turkiyede-ortalama-konut-fiyati-3-milyon-92-bin-700-tl-oldu/,
İstanbul,2,Ortalama satılık konut alanı,m²,2024,113.9537,Yıl sonu / rapor dönemi,Türetilmiş,S08,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
İstanbul,2,Ortalama satılık konut alanı,m²,2025,114.0408,Yıl sonu / rapor dönemi,Türetilmiş,S09;S16,https://www.dunya.com/ekonomik-veriler/endeksa-konut-satis-fiyatlari-aralik-ayinda-yuzde-272-artti-haberi-812021 ; https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
İstanbul,2,Ortalama satılık konut alanı,m²,2026,110.0,Temmuz 2026 son gözlem,Türetilmiş,S11,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul,
İstanbul,2,Ortalama satılık konut alanı,m²,2027,110.0,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
İstanbul,2,Ortalama satılık konut alanı,m²,2028,110.0,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
İstanbul,2,Ortalama satılık konut alanı,m²,2029,110.0,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
İstanbul,2,Ortalama satılık konut alanı,m²,2030,110.0,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,2026 alanı sabit tutulmuştur.
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2022,23062.0,Yıl sonu / rapor dönemi,Piyasa verisi,S06,https://www.emlakdream.com/turkiyede-ortalama-bir-ev-fiyati-1-8-milyon-tlye-yukseldi/,
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2023,36262.0,Yıl sonu / rapor dönemi,Piyasa verisi,S07,https://www.gayrimenkulhaber.com/emlak-haberleri/turkiyede-ortalama-konut-fiyati-3-milyon-92-bin-700-tl-oldu/,
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2024,44755.0,Yıl sonu / rapor dönemi,Piyasa verisi,S08,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2025,57874.0,Yıl sonu / rapor dönemi,Piyasa verisi,S09;S16,https://www.dunya.com/ekonomik-veriler/endeksa-konut-satis-fiyatlari-aralik-ayinda-yuzde-272-artti-haberi-812021 ; https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2026,65078.0,Temmuz 2026 son gözlem,Son piyasa gözlemi,S11,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul,
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2027,74839.7,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2028,81575.273,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2029,86469.7894,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,3,Ortalama satılık m² fiyatı,TL/m²,2030,90793.2788,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,"Nominal fiyat patikası: 2027 %15, 2028 %9, 2029 %6, 2030 %5."
İstanbul,4,Ortalama ev fiyatı,TL,2022,2767440.0,Yıl sonu / rapor dönemi,Piyasa verisi,S06,https://www.emlakdream.com/turkiyede-ortalama-bir-ev-fiyati-1-8-milyon-tlye-yukseldi/,
İstanbul,4,Ortalama ev fiyatı,TL,2023,4170130.0,Yıl sonu / rapor dönemi,Piyasa verisi,S07,https://www.gayrimenkulhaber.com/emlak-haberleri/turkiyede-ortalama-konut-fiyati-3-milyon-92-bin-700-tl-oldu/,
İstanbul,4,Ortalama ev fiyatı,TL,2024,5100000.0,Yıl sonu / rapor dönemi,Piyasa verisi,S08,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/,
İstanbul,4,Ortalama ev fiyatı,TL,2025,6600000.0,Yıl sonu / rapor dönemi,Piyasa verisi,S09;S16,https://www.dunya.com/ekonomik-veriler/endeksa-konut-satis-fiyatlari-aralik-ayinda-yuzde-272-artti-haberi-812021 ; https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220,
İstanbul,4,Ortalama ev fiyatı,TL,2026,7158580.0,Temmuz 2026 son gözlem,Son piyasa gözlemi,S11,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul,
İstanbul,4,Ortalama ev fiyatı,TL,2027,8232367.0,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,4,Ortalama ev fiyatı,TL,2028,8973280.03,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,4,Ortalama ev fiyatı,TL,2029,9511676.8318,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,4,Ortalama ev fiyatı,TL,2030,9987260.6734,Tahmin,Tahmin,S11;S28;S29,https://www.emlakjet.com/emlak-piyasasi/satilik-konut/istanbul ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2022,140944.608,Tam yıl,Platform proxy / yıllıklandırılmış,S26,https://www.dunya.com/sektorler/emlak/satilik-konut-fiyatlarindaki-artis-hizi-dusmeye-devam-ediyor-haberi-683075,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2023,155616.0,Tam yıl,Platform proxy / yıllıklandırılmış,S27,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2024,160284.48,Tam yıl,Model/Proxy,S27;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2025,165093.0144,Tam yıl,Model/Proxy,S27;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2026,170045.8048,2026E,Model/Proxy,S27;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2027,175831.072,Tahmin,Tahmin,S27;S28;S29;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2028,181073.5232,Tahmin,Tahmin,S27;S28;S29;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2029,185710.5855,Tahmin,Tahmin,S27;S28;S29;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,5,Kiralanan ev sayısı (platform proxy),adet/yıl,2030,189424.7972,Tahmin,Tahmin,S27;S28;S29;Model,https://image5.sahibinden.com/staticContent/969bb478/2309/451b/af82/d321e8a0a74d/1706003743.pdf ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Resmî kira sözleşmesi adedi değildir; sahibindex/BETAM platform göstergesi yıllık proxy.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2022,98.8427,Yıl sonu / rapor dönemi,Türetilmiş,S14;S21,https://www.gayrimenkulhaber.com/guncel/endeksa-acikladi-aralik-ayinda-kira-artisi-hiz-kesti-bazi-bolgelerde-dususler-var/ ; https://betam.bahcesehir.edu.tr/2023/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2023/,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2023,101.5234,Yıl sonu / rapor dönemi,Türetilmiş,S14;S22,https://www.gayrimenkulhaber.com/guncel/endeksa-acikladi-aralik-ayinda-kira-artisi-hiz-kesti-bazi-bolgelerde-dususler-var/ ; https://betam.bahcesehir.edu.tr/2024/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2024/,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2024,99.5042,Yıl sonu / rapor dönemi,Türetilmiş,S15;S23,https://www.gayrimenkulhaber.com/guncel/endeksa-2024-yillik-gayrimenkul-deger-raporu-yayimlandi/ ; https://betam.bahcesehir.edu.tr/2026/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2026/,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2025,97.1925,Yıl sonu / rapor dönemi,Türetilmiş,S16;S23,https://www.karar.com/ekonomi-haberleri/konut-satislari-ne-durumda-emlakta-en-cok-kazandiran-il-hangisi-2033220 ; https://betam.bahcesehir.edu.tr/2026/01/sahibindex-kiralik-konut-piyasasi-gorunumu-ocak-2026/,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2026,97.7262,Temmuz 2026 son gözlem,Türetilmiş,S18;S24,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
İstanbul,6,Ortalama kiralanan alan (ima edilen),m²,2027,97.7262,Tahmin,Tahmin,S18;S24;S28;S29;S24;S28;S29,https://www.emlakjet.com/satilik-konut/istanbul ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976 ; https://www.cnbce.com/gayrimenkul/konut-piyasasinda-temmuz-hareketliligi-kiralikta-talep-artti-kiralar-reel-olarak-dustu-g36014 ; https://tcmb.gov.tr/wps/wcm/connect/tr/tcmb%2Btr/main%2Bmenu/duyurular/baskanin%2Bkonusmalari/2026/konusmab13_08_2026 ; https://www.aa.com.tr/tr/ekonomi/tcmb-baskani-karahan-2026-yil-sonu-enflasyon-tahminimizi-yuzde-28-olarak-yukari-yonlu-guncelledik/4025976,Ortalama kira / kiralık m² fiyatı ile çapraz-kaynak ima edilen alan.
